모집 시작일,프로젝트 명,모집 마감일,직군,레벨,경력,예상 금액,월 금액,예상 기간,구인 유형,구인 배경,프로젝트 산업 분야,근무 지역,근무 시간
2026.1.15,Python 기반 현미경 제어 소프트웨어 개발,2026.1.23,풀스택 개발자,시니어,8~12년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 남양주시 별내동 순화궁로 272,오전 9시 ~ 오후 6시
2026.1.15,O2O 플랫폼 상세 기획 및 UI/UX 디자인 (재택근무 주 1회),2026.1.22,UI/UX 디자이너,미드 레벨,4~7년 차,7999999.999999999999999999998,4000000,60,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,경기도 고양시 덕양구 원당역 인근,주 40시간 탄력근무(자율 출퇴근)
2026.1.15,Unreal Engine 5 기반 게임 개발 (주 30시간 상주 근무),2026.1.21,백엔드 개발자,미드 레벨,4~7년 차,3500000.000000000000000000001,3500000,30,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 강남구 서초이즈타워 607호,주 30시간 탄력근무(자율 출퇴근)
2026.1.14,React Native/Android 기반 공장 물류 관제 시스템 앱 개발(주 5일 재택),2026.1.28,모바일 앱 개발자,미드 레벨,4~7년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,,오전 9시 ~ 오후 6시
2026.1.16,WEB OS 서비스의 개발 및 최적화를 위한 기획 (주 2회 재택근무),2026.1.30,서비스 기획자,미드 레벨,3~5년 차,7999999.999999999999999999998,4000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 용인시 수지구 포은대로59번길37 시그니처광교1차 610호,오전 9시 ~ 오후 6시
2026.1.14,Python 기반 사내 ERP 시스템 풀스택 개발,2026.1.28,풀스택 개발자,미드 레벨,7~15년 차,22500000,7500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,,오전 8시 ~ 오후 5시
2026.1.14,React Native 기반 금융 앱 신규 개발,2026.1.27,프론트엔드 개발자,시니어,8~10년 차,41999999.99999999999999999999,7000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,금융•은행업,경기도 성남시 분당구 판교역 부근,오전 10시 ~ 오후 7시
2026.1.14,Unity 기반 인터랙티브 안전 체험관 콘텐츠 개발 (재택근무 협의),2026.1.28,풀스택 개발자,미드 레벨,4~7년 차,20000000.00000000000000000000,5000000,120,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,경기도 성남시 수정구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.1.14,React 기반 제조용 시스템 프론트엔드 개발,2026.1.28,프론트엔드 개발자,미드 레벨,5~7년 차,15000000.00000000000000000000,5000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 강남구 강남역 인근 ,오전 9시 ~ 오후 6시
2026.1.14,Spring 기반 현대중공업 방문관리 시스템 백엔드 개발,2026.1.28,백엔드 개발자,미드 레벨,5~9년 차,22000000.00000000000000000000,5500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,울산광역시 동구 현대중공업,오전 9시 ~ 오후 6시
2026.1.13,Kotlin/Android 기반 모바일 앱 개발,2026.1.27,Android 개발자,미드 레벨,3~5년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,인천광역시 미추홀구 경인로 347 국제빌딩 6층,오전 9시 ~ 오후 6시
2026.1.13,스마트 매장 운영 솔루션 UX 기획,2026.1.27,UX 기획자,미드 레벨,5~10년 차,65999999.99999999999999999999,5500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 도산대로6길 12,오전 9시 ~ 오후 6시
2026.1.13,공공기관 AI 시스템 사업관리 PM,2026.1.27,PM (프로덕트 매니저),디렉터,11년 차 이상,48000000.00000000000000000001,8000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,부산광역시 해운대구 마린시티2로 38,오전 9시 ~ 오후 6시
2026.1.14,하이브리드 앱의 모바일 Native 파트 기능 개발,2026.1.20,모바일 앱 개발자,미드 레벨,3~5년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 봉은사역 도보 5분 이내 오피스(삼성역에서는 도보 10-15분 가량),오전 9시 ~ 오후 6시
2026.1.13,Figma 기반 금융서비스 UI/UX 설계 및 개선 기획,2026.1.27,UI/UX 기획자,시니어,6~12년 차,66000000,6000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,금융•은행업,부산광역시 남구 국제금융센터,오전 9시 ~ 오후 6시
2026.1.12,Figma 기반 HR/Payroll 연말정산 시스템 UI/UX 디자인,2026.2.9,UI/UX 디자이너,미드 레벨,4~7년 차,9000000,4500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 영등포구 IFC One,오전 9시 ~ 오후 6시
2026.1.12,NestJS 기반 헬스케어 서비스 백엔드 개발 (재택근무 조율 가능),2026.1.26,백엔드 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,,서울특별시 관악구,주 40시간 탄력근무(자율 출퇴근)
2026.1.12,반응형웹 UI/UX 설계 및 디자인(재택/근로계약/3주),2026.2.1,UI/UX 디자이너,미드 레벨,4~7년 차,1400000.000000000000000000000,2000000,21,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 9시 ~ 오후 6시
2026.1.14,Java/JSP 기반 손해보험사 시스템 유지보수,2026.1.21,백엔드 개발자,미드 레벨,4~7년 차,72000000,6000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 중구 소월로 3 에티버스타워,오전 9시 ~ 오후 6시
2026.1.12,온라인 교육 플랫폼 서비스 기획 및 UI/UX 기획 (재택 근무 / 근무 시간 협의),2026.2.2,UI/UX 기획자,미드 레벨,4~7년 차,16000000.00000000000000000000,4000000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,,오전 9시 ~ 오후 6시
2026.1.12,산업(보안) 분야에 특화된 AI 에이전트 서비스 PO(프로덕트 오너),2026.1.25,PO (프로덕트 오너),"테크 리드,미드 레벨","5년 차 이상,1~3년 차",30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 강남구 역삼로180,오전 10시 ~ 오후 7시
2026.1.12,반응형웹 퍼블리싱(재택/근로계약/1개월),2026.2.1,퍼블리셔,미드 레벨,4~7년 차,3000000,3000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 9시 ~ 오후 6시
2026.1.12,앱테크 서비스 풀스택 개발 (주 5일 재택 근무),2026.1.23,풀스택 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,인천광역시 서구,오전 10시 ~ 오후 7시
2026.1.12,API 연동 및 데이터 가공 시스템 백엔드 리드 개발,2026.1.26,풀스택 개발자,미드 레벨,4~7년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 관악구 구로디지털단지역 부근,오전 10시 ~ 오후 7시
2026.1.12,Python/Linux 기반 온프레미스 솔루션 백엔드 개발,2026.1.26,백엔드 개발자,미드 레벨,4~10년 차,25500000.00000000000000000000,8500000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,기관•협회,부산광역시 연제구 중앙대로 1001 (연산동),오전 9시 ~ 오후 6시
2026.1.14,React/Next.js 기반 하이브리드 앱 프론트엔드 개발,2026.1.19,풀스택 개발자,주니어,1~3년 차,10500000.00000000000000000000,3500000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,"서울특별시 서초구 효령로 62, 백산빌딩 7층",오전 9시 ~ 오후 6시
2026.1.12,공공기관 홈페이지 프로젝트 제안서 작성 및 기획,2026.1.26,서비스 기획자,미드 레벨,4~9년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 용인시 수지구 포은대로59번길37 시그니처광교1차 610호,오전 9시 ~ 오후 6시
2026.1.12,C++/Raspberry Pi 기반 농업 IoT 통신 모듈 리팩토링 (재택 협의),2026.1.23,SA (소프트웨어 아키텍트),시니어,8~10년 차,12000000,6000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,,제조•생산•화학업,"서울특별시 서초구 효령로 17, 2층",주 40시간 탄력근무(자율 출퇴근)
2026.1.9,컨텐츠 유통 플랫폼 백오피스 개발,2026.1.23,풀스택 개발자,미드 레벨,6~15년 차,12000000,6000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 역삼로 17길 51,오전 9시 30분 ~ 오후 6시 30분
2026.1.9,Java/Spring 기반 학원 ERP·LMS 시스템 풀스택 개발,2026.1.23,풀스택 개발자,테크 리드,8~10년 차,96000000.00000000000000000001,8000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 강남구 삼성로 233,오전 9시 ~ 오후 6시
2026.1.9,경매 플랫폼 앱 UI/UX 기획,2026.1.30,UI/UX 기획자,주니어,1~3년 차,9000000,3000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,경기도 광명시 일직로 43 광명GIDC ,오전 10시 ~ 오후 4시
2026.1.9,"아티스트 SNS 콘텐츠 기획 및 편집 (주 2일 근무, 재택) ",2026.1.23,콘텐츠 디자이너,미드 레벨,3~7년 차,1550000.000000000000000000000,1550000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,문화•예술•디자인업,,오전 9시 ~ 오후 6시
2026.1.9,Python/MySQL 기반 이민 수속 통합 시스템 백엔드 개발,2026.1.23,백엔드 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도 오투타워,오전 10시 ~ 오후 7시
2026.1.9,JAVA/exBuilder6 기반 차세대 택배 시스템 개발 및 운영,2026.1.31,풀스택 개발자,미드 레벨,4~7년 차,63600000.00000000000000000001,5300000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 kdb생명타워,오전 9시 ~ 오후 6시
2026.1.8,경매 플랫폼 앱 UI/UX 기획,2026.1.9,UI/UX 기획자,미드 레벨,5~9년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,경기도 광명시 일직로 43 광명GIDC ,오전 9시 ~ 오후 6시
2026.1.8,Python 기반 데이터 크롤링 큐레이션 서비스 백엔드 개발,2026.1.22,백엔드 개발자,시니어,8~12년 차,9750000.000000000000000000002,6500000,45,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 청파로 45길 14 2층 스피치로그,오전 9시 ~ 오후 6시
2026.1.8,AI 인프라 풀스택 개발 (재택근무),2026.1.22,풀스택 개발자,미드 레벨,3~10년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,주 40시간 탄력근무(자율 출퇴근)
2026.1.7,.NET Core/Blazor 기반 프로그램 유지보수 (주 5시간 재택 근무),2026.1.19,백엔드 개발자,미드 레벨,4~7년 차,1500000.000000000000000000000,500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,,주 5시간 탄력근무(자율 출퇴근)
2026.1.7,경영관리 시스템 UI/UX 기획,2026.1.20,UI/UX 기획자,미드 레벨,4~7년 차,13500000,4500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,경기도 이천시 부발읍,오전 9시 ~ 오후 6시
2026.1.7,글로벌 커머스 앱/웹 구축 프로젝트 PM(주 4일 재택),2026.1.19,PM (프로덕트 매니저),미드 레벨,4~7년 차,14000000.00000000000000000000,3500000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,경기도 남양주시 수동면 지둔로58-5,오전 9시 ~ 오후 6시
2026.1.6,Java/Spring Boot 기반 대시보드 및 수요자원 연계 시스템 개발,2026.2.3,백엔드 개발자,미드 레벨,4~7년 차,32999999.99999999999999999999,5500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,전라남도 나주시 교육길13 스마트파크 지식산업센터 B동,오전 9시 ~ 오후 6시
2026.1.6,Java/Spring 기반 WMS 시스템 개발 및 운영 (야간 재택),2026.1.6,풀스택 개발자,미드 레벨,4~9년 차,69599999.99999999999999999999,5800000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 KDB생명타워,오후 7시 ~ 오전 3시
2026.1.6,Figma/Photoshop 기반 이벤트 프로모션 콘텐츠 디자인,2026.1.13,그래픽 디자이너,시니어,4~10년 차,8213333.333333333333333333335,5600000,44,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 KDB 생명타워,오전 9시 ~ 오후 6시
2026.1.6,Java/JSP 기반 HR 시스템 웹 개발,2026.1.20,풀스택 개발자,주니어,1~5년 차,54000000,4500000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 KBD 생명타워,오전 9시 ~ 오후 6시
2026.1.6,Java/Spring 기반 WMS 시스템 개발 및 운영 (주간 출근),2026.1.6,풀스택 개발자,미드 레벨,4~9년 차,69599999.99999999999999999999,5800000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 KDB생명타워,오전 8시 30분 ~ 오후 5시 30분
2026.1.5,MSSQL to Oracle DB 전환,2026.1.15,DBA,시니어,10~15년 차,22500000,7500000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,서울특별시 강서구 양천로 570 NH서울타워,오전 9시 ~ 오후 6시
2026.1.5,PHP 기반 세무 프로그램 개발 리드,2026.1.8,풀스택 개발자,시니어,8~10년 차,65999999.99999999999999999999,5500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,경기도 부천시 원미구 부천로147 기흥프라자 1층,주 40시간 탄력근무(자율 출퇴근)
2026.1.5,Figma 기반 교육 앱 UI/UX디자인,2026.1.19,UI/UX 디자이너,시니어,8~9년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 서초구 양재역 인근,오전 9시 ~ 오후 6시
2026.1.5,Java 기반 물류사 회계/채권관리 시스템 운영 개발,2026.1.9,풀스택 개발자,미드 레벨,4~7년 차,17400000.00000000000000000000,5800000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 용산구 kdb 생명타워,오전 9시 ~ 오후 6시
2026.1.5,Java Spring/Vue 기반 B2C 웹 서비스 개발,2026.1.9,풀스택 개발자,미드 레벨,4~7년 차,33899999.99999999999999999999,5650000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 kdb 생명타워,오전 9시 ~ 오후 6시
2026.1.5,Java/React 기반 주문앱 관리자 시스템 웹 개발,2026.1.7,풀스택 개발자,"시니어,주니어","8~12년 차,1~4년 차",44100000,6300000,210,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 수정구,오전 9시 ~ 오후 6시
2026.1.2,Python/Appium 기반 웹 크롤러 및 자동화 시스템 백엔드 개발,2026.1.16,백엔드 개발자,주니어,1~3년 차,7000000.000000000000000000002,3500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,경기도 시흥시 베니스스퀘어,오전 10시 ~ 오후 7시
2026.1.2,Java/Next.js 기반 현대자동차 그룹사 사내 시스템 풀스택 개발,2026.1.8,풀스택 개발자,시니어,4~7년 차,16500000.00000000000000000000,5500000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,"서울특별시 서초구 강남대로83길 34, 나우빌딩 5층",오전 10시 ~ 오후 7시
2026.1.2,스마트 매장 운영 솔루션 UX 기획,2026.1.16,UX 기획자,미드 레벨,3~7년 차,47999999.99999999999999999999,4000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 도산대로6길 12,오전 9시 ~ 오후 6시
2026.1.2,50만 유튜브 채널 영어단어 암기 모바일앱/백엔드 풀스텍 개발,2026.1.14,풀스택 개발자,"주니어,미드 레벨","1~3년 차,4~7년 차",60000000.00000000000000000001,5000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,대전광역시 유성구 대학로 31 한진오피스 ,오전 9시 ~ 오후 6시
2026.1.6,AIA생명Jenkins 기반 CI/CD 배포 파이프라인 구축 및 자동화 개발,2026.1.12,DevOps 엔지니어,시니어,6~12년 차,12000000,6000000,60,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,금융•은행업,서울특별시 중구 서울 중구 서소문로 120 ENA빌딩12층,오전 9시 ~ 오후 6시
2026.1.5,PHP/MySQL 기반 B2B 쇼핑몰 관리자 페이지 개발 및 운영,2026.1.14,백엔드 개발자,시니어,8~10년 차,32999999.99999999999999999999,5500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 영등포구 국회대로 539,오전 9시 ~ 오후 6시
